CONTRACT_ID,COUNTERPARTY_ID,COUNTERPARTY_TYPE,COUNTRY_CODE,INTERNAL_RATING,SECTOR_CODE,PRODUCT_TYPE,ASSET_CLASS,ORIGINAL_AMOUNT,OUTSTANDING_BALANCE,RESIDUAL_VALUE,PROVISION_AMOUNT,MATURITY_DATE,STATUS,COLLATERAL_TYPE,COLLATERAL_VALUE,HAIRCUT_PCT,ELIGIBLE_FLAG,SEGMENT_CODE,PD_VALUE,LGD_VALUE,EAD_VALUE,RISK_WEIGHT,RWA_VALUE,CAPITAL_REQUIREMENT,CALCULATION_DATE,CALC_STATUS
917,1213,SME,DEU,A,L,FINANCE_LEASE,PASSENGER_CAR,27940.94,4585.45,0.0,7.33,2029-04-01,ACTIVE,VEHICLE,4081.47,0.2,1,SME_RETAIL,0.001,0.10037535058058766,4578.12,0.75,3433.59,274.69,2026-05-11,VALID
918,388,CORPORATE,NLD,A,L,OPERATING_LEASE,PASSENGER_CAR,1378524.61,838071.33,83841.23,7158.7,2027-02-04,ACTIVE,VEHICLE,822581.05,0.2,1,CORPORATE,0.001,0.1,914753.86,1.0,914753.86,73180.31,2026-05-11,VALID
919,100,CORPORATE,FRA,A,F,OPERATING_LEASE,EQUIPMENT,1383197.89,215315.73,219878.44,1954.09,2027-01-23,ACTIVE,VEHICLE,180244.43,0.2,1,CORPORATE,0.001,0.23350929950894664,433240.08,1.0,433240.08,34659.21,2026-05-11,VALID
920,630,CORPORATE,FRA,AAA,H,FINANCE_LEASE,PASSENGER_CAR,394897.82,142437.73,0.0,1233.09,2027-07-20,ACTIVE,VEHICLE,149716.56,0.2,1,CORPORATE,0.0003,0.1,141204.64,1.0,141204.64,11296.37,2026-05-11,VALID
921,455,RETAIL,NLD,B,F,OPERATING_LEASE,PASSENGER_CAR,36276.2,30855.44,6867.07,162.73,2027-01-23,ACTIVE,VEHICLE,18703.14,0.2,1,RETAIL,0.05,0.21057215457598522,37559.78,0.75,28169.84,2253.59,2026-05-11,VALID
922,831,SME,DEU,BBB,A,FINANCE_LEASE,PASSENGER_CAR,77489.1,35471.37,0.0,5079.21,2029-03-25,WATCHLIST,VEHICLE,41004.75,0.2,1,SME_RETAIL,0.0025,0.1,30392.160000000003,0.75,22794.12,1823.53,2026-05-11,VALID
923,124,SME,DEU,AA,F,OPERATING_LEASE,PASSENGER_CAR,21079.7,18024.29,2780.2,260.7,2026-02-22,ACTIVE,GUARANTEE,16581.35,0.15,1,SME_RETAIL,0.0005,0.10988113074559273,20543.79,0.75,15407.84,1232.63,2026-05-11,VALID
924,67,SME,DEU,AA,L,OPERATING_LEASE,EQUIPMENT,89563.96,44194.91,13209.92,600.73,2027-10-21,ACTIVE,VEHICLE,32373.82,0.2,1,SME_RETAIL,0.0005,0.1904222652942305,56804.1,0.75,42603.08,3408.25,2026-05-11,VALID
925,656,RETAIL,FRA,B,H,FINANCE_LEASE,LCV,11496.3,2425.15,0.0,263.67,2029-05-05,WATCHLIST,VEHICLE,2141.69,0.2,1,RETAIL,0.05,0.1,2161.48,0.75,1621.11,129.69,2026-05-11,VALID
926,1155,SME,ESP,BBB,H,OPERATING_LEASE,PASSENGER_CAR,71338.24,52292.65,8262.45,768.98,2028-07-01,ACTIVE,GUARANTEE,42327.52,0.15,1,SME_RETAIL,0.0025,0.13937523960410875,59786.119999999995,0.75,44839.59,3587.17,2026-05-11,VALID
927,473,RETAIL,ESP,BB,K,FINANCE_LEASE,PASSENGER_CAR,8207.35,3021.15,0.0,45.59,2029-09-22,ACTIVE,GUARANTEE,3219.58,0.15,1,RETAIL,0.01,0.1,2975.56,0.75,2231.67,178.53,2026-05-11,VALID
928,486,SME,ITA,CCC,K,FINANCE_LEASE,PASSENGER_CAR,20000.0,18395.39,0.0,106.51,2025-10-14,ACTIVE,GUARANTEE,12886.32,0.15,1,SME_CORP,0.15,0.1403819041953362,18288.88,0.85,15545.55,1243.64,2026-05-11,VALID
929,247,SME,FRA,BB,M,FINANCE_LEASE,LCV,49960.25,14284.45,0.0,8.94,2027-09-28,ACTIVE,VEHICLE,13382.44,0.2,1,SME_RETAIL,0.01,0.1,14275.51,0.75,10706.63,856.53,2026-05-11,VALID
930,424,RETAIL,DEU,BBB,F,OPERATING_LEASE,PASSENGER_CAR,33097.93,26145.14,4397.51,268.31,2024-10-18,ACTIVE,VEHICLE,26438.63,0.2,1,RETAIL,0.0025,0.10547554793927791,30274.339999999997,0.75,22705.75,1816.46,2026-05-11,VALID
931,449,RETAIL,FRA,AAA,K,FINANCE_LEASE,PASSENGER_CAR,5947.75,2941.01,0.0,45.81,2027-10-14,ACTIVE,VEHICLE,3472.19,0.2,1,RETAIL,0.0003,0.1,2895.2000000000003,0.75,2171.4,173.71,2026-05-11,VALID
932,389,RETAIL,DEU,B,H,OPERATING_LEASE,LCV,5768.25,4660.28,1211.09,37.13,2029-10-26,ACTIVE,VEHICLE,2625.92,0.2,1,RETAIL,0.05,0.22397542781921895,5834.24,0.75,4375.68,350.05,2026-05-11,VALID
933,516,RETAIL,ITA,BBB,M,OPERATING_LEASE,TRUCK,13559.31,2911.63,1009.22,47.42,2027-03-13,ACTIVE,VEHICLE,2722.7,0.2,1,RETAIL,0.0025,0.15318322520350183,3873.4300000000003,0.75,2905.07,232.41,2026-05-11,VALID
934,426,CORPORATE,DEU,AAA,J,OPERATING_LEASE,EQUIPMENT,251985.18,156306.82,58493.69,1939.32,2028-01-26,ACTIVE,VEHICLE,117867.75,0.2,1,CORPORATE,0.0003,0.19495543786070157,212861.19,1.0,212861.19,17028.9,2026-05-11,VALID
935,1022,SME,FRA,BBB,F,OPERATING_LEASE,TRUCK,121948.11,18519.91,24978.55,122.97,2028-11-03,ACTIVE,VEHICLE,14352.22,0.2,1,SME_RETAIL,0.0025,0.25735271002125854,43375.49,0.75,32531.62,2602.53,2026-05-11,VALID
937,1133,RETAIL,DEU,B,M,OPERATING_LEASE,TRUCK,15950.88,4180.54,830.03,216.29,2029-07-01,WATCHLIST,VEHICLE,3075.04,0.2,1,RETAIL,0.05,0.1704086536455943,4794.28,0.75,3595.71,287.66,2026-05-11,VALID
938,908,RETAIL,BEL,A,M,OPERATING_LEASE,EQUIPMENT,7941.32,3453.03,564.19,39.79,2029-02-19,ACTIVE,GUARANTEE,3005.23,0.15,1,RETAIL,0.001,0.12521768453498872,3977.4300000000003,0.75,2983.07,238.65,2026-05-11,VALID
939,961,SME,FRA,B,C,FINANCE_LEASE,PASSENGER_CAR,30717.59,19670.86,0.0,26.36,2026-02-25,ACTIVE,VEHICLE,13193.91,0.2,1,SME_RETAIL,0.05,0.16194253862404234,19644.5,0.75,14733.38,1178.67,2026-05-11,VALID
940,876,CORPORATE,DEU,A,K,OPERATING_LEASE,PASSENGER_CAR,188409.48,90510.63,13323.57,12145.71,2029-03-31,WATCHLIST,VEHICLE,99101.95,0.2,1,CORPORATE,0.001,0.1,91688.49000000002,1.0,91688.49,7335.08,2026-05-11,VALID
941,1385,CORPORATE,ITA,BBB,K,OPERATING_LEASE,PASSENGER_CAR,2528422.66,1898863.72,178394.87,1652.71,2026-09-19,ACTIVE,NONE,0.0,0.0,0,CORPORATE,0.0025,0.45,2075605.88,1.0,2075605.88,166048.47,2026-05-11,VALID
942,384,SME,ESP,BB,F,OPERATING_LEASE,EQUIPMENT,126803.62,84876.44,30690.16,928.69,2029-05-25,ACTIVE,VEHICLE,47978.76,0.2,1,SME_RETAIL,0.01,0.23281317410619226,114637.91,0.75,85978.43,6878.27,2026-05-11,VALID
943,1474,SME,FRA,CCC,C,OPERATING_LEASE,EQUIPMENT,118088.92,19763.97,21455.81,366.66,2024-08-16,ACTIVE,GUARANTEE,10923.26,0.15,1,SME_RETAIL,0.15,0.27045479390558175,40853.12,0.75,30639.84,2451.19,2026-05-11,VALID
944,310,RETAIL,FRA,AA,H,FINANCE_LEASE,TRUCK,17135.78,12785.29,0.0,23.47,2026-07-20,ACTIVE,GUARANTEE,10129.99,0.15,1,RETAIL,0.0005,0.1138524893001155,12761.820000000002,0.75,9571.37,765.71,2026-05-11,VALID
945,208,SME,FRA,BBB,J,FINANCE_LEASE,PASSENGER_CAR,32010.93,13801.0,0.0,1611.13,2029-02-15,WATCHLIST,VEHICLE,13359.44,0.2,1,SME_RETAIL,0.0025,0.1,12189.869999999999,0.75,9142.4,731.39,2026-05-11,VALID
946,1240,RETAIL,ESP,BBB,I,FINANCE_LEASE,EQUIPMENT,17600.59,10348.83,0.0,160.35,2028-08-24,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.0025,0.45,10188.48,0.75,7641.36,611.31,2026-05-11,VALID
947,1344,SME,FRA,A,J,FINANCE_LEASE,PASSENGER_CAR,79120.54,19377.88,0.0,166.19,2027-01-26,ACTIVE,VEHICLE,12499.84,0.2,1,SME_RETAIL,0.001,0.16782158675264902,19211.690000000002,0.75,14408.77,1152.7,2026-05-11,VALID
948,140,RETAIL,DEU,BB,I,OPERATING_LEASE,PASSENGER_CAR,11243.81,4843.63,1151.3,34.86,2027-01-28,ACTIVE,REAL_ESTATE,4289.35,0.1,1,RETAIL,0.01,0.12330043942436918,5960.070000000001,0.75,4470.05,357.6,2026-05-11,VALID
949,900,SME,FRA,BBB,J,FINANCE_LEASE,LCV,168093.2,132027.97,0.0,1524.88,2025-08-12,ACTIVE,VEHICLE,67897.88,0.2,1,SME_RETAIL,0.0025,0.20432217428721416,130503.09,0.75,97877.32,7830.19,2026-05-11,VALID
950,770,SME,ESP,B,L,OPERATING_LEASE,TRUCK,36351.91,32121.82,8355.91,548.84,2030-01-06,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.05,0.45,39928.89,0.75,29946.67,2395.73,2026-05-11,VALID
951,331,SME,NLD,BBB,C,OPERATING_LEASE,TRUCK,66473.09,59481.86,15771.3,1031.07,2027-10-28,ACTIVE,VEHICLE,41377.56,0.2,1,SME_RETAIL,0.0025,0.19390473509975262,74222.09,0.75,55666.57,4453.33,2026-05-11,VALID
952,781,RETAIL,FRA,BBB,G,OPERATING_LEASE,PASSENGER_CAR,50000.0,34004.0,6940.48,184.03,2028-03-03,ACTIVE,VEHICLE,34397.69,0.2,1,RETAIL,0.0025,0.11370836926481424,40760.45,0.75,30570.34,2445.63,2026-05-11,VALID
953,1029,SME,DEU,B,K,OPERATING_LEASE,PASSENGER_CAR,225256.97,27260.45,49858.93,527.26,2028-07-12,ACTIVE,VEHICLE,27987.53,0.2,1,SME_RETAIL,0.05,0.24768518745792648,76592.12,0.75,57444.09,4595.53,2026-05-11,VALID
954,862,SME,FRA,AA,K,FINANCE_LEASE,PASSENGER_CAR,36971.89,16577.08,0.0,53.91,2029-01-21,ACTIVE,VEHICLE,9714.14,0.2,1,SME_RETAIL,0.0005,0.18538514703897618,16523.170000000002,0.75,12392.38,991.39,2026-05-11,VALID
955,780,CORPORATE,NLD,BB,M,OPERATING_LEASE,PASSENGER_CAR,819331.77,183337.01,83225.42,777.46,2027-07-10,ACTIVE,VEHICLE,113285.42,0.2,1,CORPORATE,0.01,0.2306557135266151,265784.97000000003,1.0,265784.97,21262.8,2026-05-11,VALID
956,1329,RETAIL,ITA,B,J,OPERATING_LEASE,TRUCK,19412.3,13158.69,1944.95,1835.22,2029-01-15,WATCHLIST,REAL_ESTATE,8385.71,0.1,1,RETAIL,0.05,0.15091837234576538,13268.420000000002,0.75,9951.32,796.11,2026-05-11,VALID
957,339,RETAIL,FRA,BB,J,OPERATING_LEASE,PASSENGER_CAR,29522.23,5763.74,4143.54,99.94,2029-05-22,ACTIVE,VEHICLE,5184.51,0.2,1,RETAIL,0.01,0.20198200531438695,9807.34,0.75,7355.5,588.44,2026-05-11,VALID
958,936,RETAIL,FRA,CCC,G,FINANCE_LEASE,PASSENGER_CAR,6260.89,5821.49,0.0,21.59,2027-01-03,ACTIVE,VEHICLE,3258.37,0.2,1,RETAIL,0.15,0.19269666718391695,5799.9,0.75,4349.92,347.99,2026-05-11,VALID
959,475,RETAIL,ESP,A,C,FINANCE_LEASE,PASSENGER_CAR,6228.56,1401.94,0.0,9.12,2028-03-05,ACTIVE,VEHICLE,1473.87,0.2,1,RETAIL,0.001,0.1,1392.8200000000002,0.75,1044.62,83.57,2026-05-11,VALID
960,1461,SME,DEU,BB,M,FINANCE_LEASE,LCV,120936.92,11784.38,0.0,18.22,2030-06-23,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.01,0.45,11766.16,0.75,8824.62,705.97,2026-05-11,VALID
961,378,SME,BEL,BBB,L,FINANCE_LEASE,TRUCK,30288.09,24508.89,0.0,225.5,2024-07-11,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.0025,0.45,24283.39,0.75,18212.54,1457.0,2026-05-11,VALID
962,1308,SME,FRA,BB,F,FINANCE_LEASE,PASSENGER_CAR,69211.08,16060.03,0.0,165.98,2030-06-20,ACTIVE,VEHICLE,11341.96,0.2,1,SME_RETAIL,0.01,0.15019260037561227,15894.050000000001,0.75,11920.54,953.64,2026-05-11,VALID
963,949,CORPORATE,BEL,BBB,M,OPERATING_LEASE,PASSENGER_CAR,348719.81,24972.34,78325.53,294.94,2031-05-23,ACTIVE,VEHICLE,22115.75,0.2,1,CORPORATE,0.0025,0.28988122473797584,103002.93,1.0,103002.93,8240.23,2026-05-11,VALID
964,323,RETAIL,ITA,BBB,L,OPERATING_LEASE,EQUIPMENT,19768.46,10739.61,3177.63,40.23,2026-05-31,ACTIVE,VEHICLE,7665.27,0.2,1,RETAIL,0.0025,0.19533587566774113,13877.010000000002,0.75,10407.76,832.62,2026-05-11,VALID
965,1139,RETAIL,ITA,B,F,OPERATING_LEASE,LCV,45648.23,42101.84,10820.61,233.0,2028-10-09,ACTIVE,VEHICLE,33761.44,0.2,1,RETAIL,0.05,0.17058641340913597,52689.45,0.75,39517.09,3161.37,2026-05-11,VALID
966,362,RETAIL,FRA,D,M,OPERATING_LEASE,PASSENGER_CAR,8183.24,2379.26,1226.0,1826.05,2027-11-29,DEFAULT,VEHICLE,1338.0,0.2,1,DEFAULTED,1.0,0.13943463672079182,1779.2100000000003,1.5,2668.82,213.51,2026-05-11,VALID
967,394,SME,FRA,AAA,H,FINANCE_LEASE,PASSENGER_CAR,119591.37,49971.34,0.0,109.74,2029-06-24,ACTIVE,VEHICLE,31840.64,0.2,1,SME_RETAIL,0.0003,0.17119749065413062,49861.6,0.75,37396.2,2991.7,2026-05-11,VALID
968,518,SME,FRA,AAA,A,OPERATING_LEASE,EQUIPMENT,20000.0,5269.0,2897.53,741.0,2028-09-05,WATCHLIST,GUARANTEE,2938.35,0.15,1,SME_RETAIL,0.0003,0.2322765344695934,7425.530000000001,0.75,5569.15,445.53,2026-05-11,VALID
969,1023,CORPORATE,FRA,BBB,J,OPERATING_LEASE,LCV,243856.25,134654.12,24586.17,1048.9,2029-12-16,ACTIVE,VEHICLE,125697.63,0.2,1,CORPORATE,0.0025,0.1275142098441641,158191.39,1.0,158191.39,12655.31,2026-05-11,VALID
970,588,RETAIL,DEU,BBB,M,FINANCE_LEASE,PASSENGER_CAR,16347.52,5566.5,0.0,64.49,2031-06-16,ACTIVE,VEHICLE,5916.27,0.2,1,RETAIL,0.0025,0.1,5502.01,0.75,4126.51,330.12,2026-05-11,VALID
971,854,CORPORATE,DEU,BBB,F,OPERATING_LEASE,PASSENGER_CAR,371676.43,216400.12,51956.73,3858.32,2024-10-22,ACTIVE,VEHICLE,256564.98,0.2,1,CORPORATE,0.0025,0.1,264498.52999999997,1.0,264498.53,21159.88,2026-05-11,VALID
972,830,RETAIL,ESP,BBB,G,OPERATING_LEASE,PASSENGER_CAR,7149.14,3433.15,1751.05,2.7,2027-03-22,ACTIVE,VEHICLE,3363.94,0.2,1,RETAIL,0.0025,0.16821804496767345,5181.5,0.75,3886.12,310.89,2026-05-11,VALID
973,295,CORPORATE,DEU,B,C,OPERATING_LEASE,PASSENGER_CAR,146811.47,130078.45,12390.34,869.43,2028-10-16,ACTIVE,VEHICLE,143241.55,0.2,1,CORPORATE,0.05,0.1,141599.36000000002,1.0,141599.36,11327.95,2026-05-11,VALID
974,349,SME,ITA,BBB,A,FINANCE_LEASE,PASSENGER_CAR,49458.6,32297.24,0.0,553.28,2029-04-03,ACTIVE,VEHICLE,23957.96,0.2,1,SME_RETAIL,0.0025,0.13867700186114146,31743.960000000003,0.75,23807.97,1904.64,2026-05-11,VALID
975,461,SME,DEU,BB,C,OPERATING_LEASE,PASSENGER_CAR,117733.71,78214.58,14154.88,1115.24,2026-01-19,ACTIVE,REAL_ESTATE,83031.41,0.1,1,SME_RETAIL,0.01,0.1,91254.22,0.75,68440.67,5475.25,2026-05-11,VALID
976,334,CORPORATE,FRA,A,L,OPERATING_LEASE,PASSENGER_CAR,1148095.09,560063.87,106899.11,7091.07,2031-06-06,ACTIVE,NONE,0.0,0.0,0,CORPORATE,0.001,0.45,659871.91,1.0,659871.91,52789.75,2026-05-11,VALID
977,1379,SME,BEL,BBB,G,OPERATING_LEASE,PASSENGER_CAR,98031.25,31647.49,24349.09,6.24,2027-02-20,ACTIVE,GUARANTEE,28103.01,0.15,1,SME_RETAIL,0.0025,0.20067700115769965,55990.34,0.75,41992.76,3359.42,2026-05-11,VALID
978,573,SME,FRA,A,C,FINANCE_LEASE,PASSENGER_CAR,49993.15,16626.07,0.0,154.55,2025-12-01,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.001,0.45,16471.52,0.75,12353.64,988.29,2026-05-11,VALID
979,608,RETAIL,FRA,D,H,OPERATING_LEASE,PASSENGER_CAR,9746.19,4908.11,1188.49,3068.4,2029-12-17,DEFAULT,VEHICLE,4816.1,0.2,1,DEFAULTED,1.0,0.1,3028.2,1.5,4542.3,363.38,2026-05-11,VALID
980,1009,SME,FRA,BBB,M,OPERATING_LEASE,TRUCK,29603.8,6593.36,5285.71,88.39,2028-07-12,ACTIVE,VEHICLE,6002.49,0.2,1,SME_RETAIL,0.0025,0.2074554478622098,11790.68,0.75,8843.01,707.44,2026-05-11,VALID
981,1183,RETAIL,ESP,A,A,FINANCE_LEASE,PASSENGER_CAR,16842.69,2849.52,0.0,46.47,2027-08-10,ACTIVE,VEHICLE,2976.35,0.2,1,RETAIL,0.001,0.1,2803.05,0.75,2102.29,168.18,2026-05-11,VALID
982,1033,SME,ESP,BB,L,FINANCE_LEASE,TRUCK,140842.89,54242.62,0.0,557.12,2028-09-02,ACTIVE,VEHICLE,35899.59,0.2,1,SME_RETAIL,0.01,0.16276349852380997,53685.5,0.75,40264.12,3221.13,2026-05-11,VALID
983,827,SME,FRA,A,M,OPERATING_LEASE,EQUIPMENT,59851.15,10020.75,7715.04,72.45,2028-05-26,ACTIVE,VEHICLE,11276.21,0.2,1,SME_RETAIL,0.001,0.17124905029286647,17663.34,0.75,13247.5,1059.8,2026-05-11,VALID
984,1465,SME,FRA,A,F,OPERATING_LEASE,EQUIPMENT,130691.44,33677.28,14019.38,216.12,2028-02-28,ACTIVE,VEHICLE,24244.4,0.2,1,SME_RETAIL,0.001,0.20702706835263454,47480.53999999999,0.75,35610.4,2848.83,2026-05-11,VALID
985,1350,RETAIL,ITA,BBB,C,OPERATING_LEASE,PASSENGER_CAR,11161.65,5932.65,1981.4,94.53,2026-10-29,ACTIVE,VEHICLE,3249.63,0.2,1,RETAIL,0.0025,0.23363781920117854,7819.52,0.75,5864.64,469.17,2026-05-11,VALID
986,304,SME,NLD,BB,L,FINANCE_LEASE,PASSENGER_CAR,112643.44,85731.27,0.0,790.97,2029-02-25,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.01,0.45,84940.3,0.75,63705.23,5096.42,2026-05-11,VALID
987,241,CORPORATE,BEL,A,F,OPERATING_LEASE,LCV,313636.21,79128.67,32152.55,510.14,2025-07-21,ACTIVE,VEHICLE,41403.85,0.2,1,CORPORATE,0.001,0.2453420152624674,110771.08,1.0,110771.08,8861.69,2026-05-11,VALID
988,590,RETAIL,FRA,BBB,G,FINANCE_LEASE,PASSENGER_CAR,6853.34,5225.66,0.0,68.53,2026-06-24,ACTIVE,VEHICLE,5015.24,0.2,1,RETAIL,0.0025,0.1,5157.13,0.75,3867.85,309.43,2026-05-11,VALID
989,1254,SME,DEU,AA,H,FINANCE_LEASE,PASSENGER_CAR,53482.27,3422.19,0.0,68.34,2027-10-27,ACTIVE,VEHICLE,2162.52,0.2,1,SME_RETAIL,0.0005,0.16945954649134573,3353.85,0.75,2515.39,201.23,2026-05-11,VALID
990,1448,SME,DEU,BB,C,FINANCE_LEASE,PASSENGER_CAR,210047.19,198982.0,0.0,1712.65,2028-02-11,ACTIVE,VEHICLE,202543.89,0.2,1,SME_RETAIL,0.01,0.1,197269.35,0.75,147952.01,11836.16,2026-05-11,VALID
991,1054,RETAIL,DEU,CCC,H,OPERATING_LEASE,LCV,6761.87,3484.02,997.42,11.43,2024-06-07,ACTIVE,VEHICLE,3958.46,0.2,1,RETAIL,0.15,0.10204332876212807,4470.01,0.75,3352.51,268.2,2026-05-11,VALID
992,1036,SME,DEU,BBB,H,FINANCE_LEASE,TRUCK,46860.58,22413.35,0.0,287.8,2025-08-29,ACTIVE,VEHICLE,20458.8,0.2,1,SME_RETAIL,0.0025,0.1,22125.55,0.75,16594.16,1327.53,2026-05-11,VALID
993,351,SME,FRA,A,J,FINANCE_LEASE,PASSENGER_CAR,233559.11,148426.88,0.0,1189.31,2030-07-29,ACTIVE,VEHICLE,143236.89,0.2,1,SME_RETAIL,0.001,0.1,147237.57,0.75,110428.18,8834.25,2026-05-11,VALID
994,889,RETAIL,BEL,BB,M,FINANCE_LEASE,EQUIPMENT,5000.0,2388.29,0.0,28.17,2028-09-09,ACTIVE,VEHICLE,1909.06,0.2,1,RETAIL,0.01,0.12351287222683588,2360.12,0.75,1770.09,141.61,2026-05-11,VALID
995,277,RETAIL,DEU,BB,C,OPERATING_LEASE,TRUCK,19965.39,8329.96,2177.92,893.57,2029-08-08,WATCHLIST,VEHICLE,4680.93,0.2,1,RETAIL,0.01,0.21367608283901804,9614.31,0.75,7210.73,576.86,2026-05-11,VALID
996,810,CORPORATE,ITA,B,K,FINANCE_LEASE,PASSENGER_CAR,1043934.57,400750.78,0.0,3671.13,2026-06-03,ACTIVE,VEHICLE,321139.08,0.2,1,CORPORATE,0.05,0.12354935615562265,397079.65,1.0,397079.65,31766.37,2026-05-11,VALID
997,291,CORPORATE,DEU,BB,I,FINANCE_LEASE,PASSENGER_CAR,1198260.32,1114441.66,0.0,6749.42,2026-06-12,ACTIVE,VEHICLE,877170.23,0.2,1,CORPORATE,0.01,0.12827084497766272,1107692.24,1.0,1107692.24,88615.38,2026-05-11,VALID
998,114,SME,ESP,BBB,K,FINANCE_LEASE,PASSENGER_CAR,262746.56,216857.1,0.0,4253.58,2027-10-09,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.0025,0.45,212603.52000000002,0.75,159452.64,12756.21,2026-05-11,VALID
999,1451,CORPORATE,ITA,A,K,FINANCE_LEASE,EQUIPMENT,1839184.54,923582.43,0.0,12326.3,2028-03-09,ACTIVE,VEHICLE,865678.17,0.2,1,CORPORATE,0.001,0.1,911256.13,1.0,911256.13,72900.49,2026-05-11,VALID
1000,1341,RETAIL,FRA,BB,J,OPERATING_LEASE,LCV,21468.76,17235.28,2009.46,105.32,2026-05-31,ACTIVE,VEHICLE,14800.03,0.2,1,RETAIL,0.01,0.13348307315477684,19139.42,0.75,14354.56,1148.36,2026-05-11,VALID
1002,939,CORPORATE,DEU,BBB,J,FINANCE_LEASE,LCV,900479.98,474103.13,0.0,5734.66,2027-05-03,ACTIVE,VEHICLE,488345.57,0.2,1,CORPORATE,0.0025,0.1,468368.47000000003,1.0,468368.47,37469.48,2026-05-11,VALID
1003,360,SME,ESP,A,L,FINANCE_LEASE,PASSENGER_CAR,205846.31,93691.8,0.0,680.48,2028-01-27,ACTIVE,VEHICLE,93593.35,0.2,1,SME_RETAIL,0.001,0.1,93011.32,0.75,69758.49,5580.68,2026-05-11,VALID
1004,858,CORPORATE,DEU,BBB,K,FINANCE_LEASE,EQUIPMENT,2156657.19,738426.3,0.0,11414.96,2027-06-30,ACTIVE,REAL_ESTATE,836919.93,0.1,1,CORPORATE,0.0025,0.1,727011.3400000001,1.0,727011.34,58160.91,2026-05-11,VALID
1005,1123,CORPORATE,BEL,A,K,OPERATING_LEASE,EQUIPMENT,2799485.05,2454017.26,321564.55,9474.53,2030-12-28,ACTIVE,VEHICLE,2050748.88,0.2,1,CORPORATE,0.001,0.14241235849681141,2766107.28,1.0,2766107.28,221288.58,2026-05-11,VALID
1006,810,CORPORATE,ITA,B,K,OPERATING_LEASE,LCV,906232.15,724300.55,113756.1,2762.88,2026-10-18,ACTIVE,VEHICLE,828106.68,0.2,1,CORPORATE,0.05,0.1,835293.77,1.0,835293.77,66823.5,2026-05-11,VALID
1007,423,RETAIL,ESP,BBB,H,FINANCE_LEASE,PASSENGER_CAR,8693.23,7531.62,0.0,35.05,2029-03-29,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.0025,0.45,7496.57,0.75,5622.43,449.79,2026-05-11,VALID
1008,588,RETAIL,DEU,BBB,M,FINANCE_LEASE,PASSENGER_CAR,27429.55,17052.82,0.0,298.04,2026-01-28,ACTIVE,VEHICLE,11967.37,0.2,1,RETAIL,0.0025,0.15000551484412203,16754.78,0.75,12566.08,1005.29,2026-05-11,VALID
1009,1262,SME,BEL,B,F,OPERATING_LEASE,PASSENGER_CAR,68000.94,26425.1,14109.39,48.24,2029-04-03,ACTIVE,VEHICLE,27844.61,0.2,1,SME_RETAIL,0.05,0.15742867516749512,40486.25,0.75,30364.69,2429.18,2026-05-11,VALID
1010,382,CORPORATE,BEL,BB,H,OPERATING_LEASE,PASSENGER_CAR,962570.11,703765.15,201083.93,8460.47,2027-11-05,ACTIVE,VEHICLE,746408.91,0.2,1,CORPORATE,0.01,0.1168483373522562,896388.6100000001,1.0,896388.61,71711.09,2026-05-11,VALID
1011,1443,RETAIL,BEL,B,G,FINANCE_LEASE,LCV,22922.46,3385.88,0.0,283.32,2025-10-17,WATCHLIST,NONE,0.0,0.0,0,RETAIL,0.05,0.45,3102.56,0.75,2326.92,186.15,2026-05-11,VALID
1012,1133,RETAIL,DEU,B,M,OPERATING_LEASE,TRUCK,15065.79,12320.38,3055.94,43.6,2024-01-12,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.05,0.45,15332.72,0.75,11499.54,919.96,2026-05-11,VALID
1013,1336,CORPORATE,FRA,BB,K,OPERATING_LEASE,EQUIPMENT,400857.71,30425.66,77595.52,559.19,2025-08-08,ACTIVE,VEHICLE,33672.25,0.2,1,CORPORATE,0.01,0.26226451324789346,107461.99,1.0,107461.99,8596.96,2026-05-11,VALID
1014,765,CORPORATE,FRA,BBB,K,OPERATING_LEASE,PASSENGER_CAR,260722.24,205029.66,43580.78,2916.31,2026-02-23,ACTIVE,VEHICLE,106632.67,0.2,1,CORPORATE,0.0025,0.22847838448562038,245694.13,1.0,245694.13,19655.53,2026-05-11,VALID
1015,336,SME,DEU,AA,G,OPERATING_LEASE,PASSENGER_CAR,500000.0,341773.23,56698.68,1572.01,2029-09-14,ACTIVE,VEHICLE,353742.96,0.2,1,SME_RETAIL,0.0005,0.10044582072205104,396899.89999999997,0.75,297674.92,23813.99,2026-05-11,VALID
1016,51,RETAIL,BEL,A,A,OPERATING_LEASE,PASSENGER_CAR,13652.91,1769.61,3159.44,34.7,2030-03-26,ACTIVE,VEHICLE,1316.71,0.2,1,RETAIL,0.001,0.27467257143440904,4894.35,0.75,3670.76,293.66,2026-05-11,VALID
